PLACE_NAME,FEATURE,LONGITUDE,LATITUDE,geometry,suburb,postcode
HAMILTON HIGH SCHOOL,SECONDARY SCHOOL,142.0148,-37.732,POINT (2236919.345636126 2414636.72961001),HAMILTON,3300.0
LONGERENONG AGRICULTURAL COLLEGE,SECONDARY SCHOOL,142.3026,-36.665,POINT (2258920.262346278 2533741.0704866704),LONGERENONG,
KANGAROO FLAT SECONDARY COLLEGE,SECONDARY SCHOOL,144.234,-36.79,POINT (2431643.933251823 2522950.965226574),KANGAROO FLAT,3555.0
KEILOR HEIGHTS SECONDARY COLLEGE,SECONDARY SCHOOL,144.872,-37.74,POINT (2488726.722417371 2417767.479347728),KEILOR EAST,3033.0
HAMILTON TECHNICAL SCHOOL,SECONDARY SCHOOL,142.0126,-37.733,POINT (2236729.5750859315 2414445.3411956783),HAMILTON,3300.0
KINGSBURY TECHNICAL SCHOOL,SECONDARY SCHOOL,145.0287,-37.714,POINT (2502535.649818811 2420765.6717330553),KINGSBURY,3073.0
LALOR NORTH SECONDARY COLLEGE,SECONDARY SCHOOL,145.0341,-37.66,POINT (2503010.338894538 2426674.1792124007),LALOR,3075.0
LANGWARRIN SECONDARY COLLEGE,SECONDARY SCHOOL,145.1901,-38.159,POINT (2516668.644418033 2371326.2256427025),LANGWARRIN,3910.0
LALOR SECONDARY COLLEGE,SECONDARY SCHOOL,145.0306,-37.672,POINT (2502701.1154596875 2425354.722574286),LALOR,3075.0
MONIVAE COLLEGE,SECONDARY SCHOOL,142.0494,-37.742,POINT (2240000.2020372655 2413625.7590985866),HAMILTON,3300.0
RED CLIFFS SECONDARY COLLEGE,SECONDARY SCHOOL,142.1954,-34.298,POINT (2241606.4806768848 2795963.179060811),RED CLIFFS,3496.0
ST ARNAUD HIGH SCHOOL,SECONDARY SCHOOL,143.2501,-36.609,POINT (2343478.5135142147 2541913.875192808),ST ARNAUD,3478.0
STAWELL SECONDARY COLLEGE,SECONDARY SCHOOL,142.7897,-37.061,POINT (2303472.5957957013 2490844.5040830597),STAWELL,3380.0
FLEMINGTON HIGH SCHOOL,SECONDARY SCHOOL,144.9179,-37.784,POINT (2492770.0693586757 2412962.9588662805),FLEMINGTON,3031.0
FOOTSCRAY TECHNICAL COLLEGE,SECONDARY SCHOOL,144.8998,-37.804,POINT (2491182.523885844 2410710.635796382),FOOTSCRAY,3011.0
FOOTSCRAY/YARRAVILLE SECONDARY COLLEGE,SECONDARY SCHOOL,144.8712,-37.822,POINT (2488665.869401551 2408673.212613007),YARRAVILLE,3013.0
FOREST HILL SECONDARY COLLEGE  BLACKBURN SOUTH CAMPUS,SECONDARY SCHOOL,145.1495,-37.84,POINT (2513166.5895519694 2406666.0884931553),BLACKBURN SOUTH,3130.0
FOREST HILL SECONDARY  COLLEGE  NUNAWADING CAMPUS,SECONDARY SCHOOL,145.1673,-37.835,POINT (2514732.5202351343 2407218.423886192),FOREST HILL,3131.0
FOOTSCRAY INSTITUTE OF TECHNOLOGY,SECONDARY SCHOOL,144.899,-37.792,POINT (2491107.1789736026 2412005.770057508),FOOTSCRAY,3011.0
FOOTSCRAY TECHNICAL SCHOOL,SECONDARY SCHOOL,144.8932,-37.799,POINT (2490594.468533589 2411327.0829118444),FOOTSCRAY,3011.0
FOOTSCRAY GIRLS SECONDARY COLLEGE,SECONDARY SCHOOL,144.8968,-37.792,POINT (2490911.6220248262 2412035.526587314),FOOTSCRAY,3011.0
HEYWOOD DISTRICT SECONDARY COLLEGE,SECONDARY SCHOOL,141.6205,-38.129,POINT (2203741.799057681 2369416.2527024494),HEYWOOD,3304.0
JOSEPH BANKS SECONDARY COLLEGE,SECONDARY SCHOOL,145.2387,-37.979,POINT (2520976.696926391 2391327.6958291307),DOVETON,3177.0
KEALBA HIGH SCHOOL,SECONDARY SCHOOL,144.8208,-37.731,POINT (2484207.950134692 2418762.3759271614),KEALBA,3021.0
PATTERSON RIVER SECONDARY COLLEGE BONBEACH CAMPUS,SECONDARY SCHOOL,145.1254,-38.066,POINT (2511006.216418193 2381634.452093455),BONBEACH,3197.0
BOX FOREST SECONDARY COLLEGE SENIOR CAMPUS,SECONDARY SCHOOL,144.927,-37.705,POINT (2493571.0709751355 2421749.1183200963),GLENROY,3046.0
BOX HILL HIGH SCHOOL,SECONDARY SCHOOL,145.1372,-37.82,POINT (2512080.28299713 2408994.03640204),BOX HILL,3128.0
J H BOYD DOMESTIC COLLEGE,SECONDARY SCHOOL,144.9615,-37.825,POINT (2496613.2521038754 2408402.7231655577),SOUTHBANK,3006.0
BLACKBURN HIGH SCHOOL,SECONDARY SCHOOL,145.1498,-37.81,POINT (2513198.3408721676 2410061.159354522),BLACKBURN NORTH,3130.0
BRIGHTON SECONDARY COLLEGE,SECONDARY SCHOOL,145.0191,-37.92,POINT (2501681.135421803 2397885.8215700956),BRIGHTON EAST,3187.0
DAYLESFORD SECONDARY COLLEGE,SECONDARY SCHOOL,144.1518,-37.334,POINT (2424848.0447478164 2462528.7167099863),DAYLESFORD,3460.0
ROBINVALE SECONDARY COLLEGE,SECONDARY SCHOOL,142.7784,-34.588,POINT (2296061.792552585 2765262.2000822406),ROBINVALE,3549.0
WYCHEPROOF HIGH SCHOOL,SECONDARY SCHOOL,143.229,-36.079,POINT (2340496.8359766304 2600613.445134377),WYCHEPROOF,3527.0
ASPENDALE TECHNICAL SCHOOL,SECONDARY SCHOOL,145.1008,-38.02,POINT (2508854.624269184 2386755.167567176),ASPENDALE,3195.0
SAINT ALBANS TECHNICAL SCHOOL,SECONDARY SCHOOL,144.7845,-37.74,POINT (2481014.8281651856 2417815.7242826596),ST ALBANS,3021.0
DERRINALLUM SECONDARY COLLEGE,SECONDARY SCHOOL,143.2204,-37.946,POINT (2343593.2352384976 2393499.420697948),DERRINALLUM,3325.0
WARRACKNABEAL SECONDARY COLLEGE,SECONDARY SCHOOL,142.3894,-36.262,POINT (2265448.4450493143 2578586.888203321),WARRACKNABEAL,3393.0
HORSHAM TECHNICAL SCHOOL,SECONDARY SCHOOL,142.1823,-36.712,POINT (2248328.1700668433 2528192.613083001),HORSHAM,3400.0
BLACKBURN SECONDARY COLLEGE KOONUNG ROAD,SECONDARY SCHOOL,145.1515,-37.806,POINT (2513343.430155673 2410489.340019715),BLACKBURN NORTH,3130.0
CORRYONG SECONDARY COLLEGE,SECONDARY SCHOOL,147.9115,-36.192,POINT (2761821.6830865624 2585641.450490672),CORRYONG,3707.0
DAREBIN SECONDARY COLLEGE,SECONDARY SCHOOL,145.0087,-37.761,POINT (2500771.850116196 2415494.287251789),THORNBURY,3071.0
GLEN WAVERLEY SECONDARY COLLEGE,SECONDARY SCHOOL,145.1621,-37.878,POINT (2514261.5522683784 2402542.143262446),GLEN WAVERLEY,3150.0
MURTOA SECONDARY COLLEGE,SECONDARY SCHOOL,142.4754,-36.625,POINT (2274242.0354021545 2538540.263695117),MURTOA,3390.0
SWAN HILL HIGH SCHOOL,SECONDARY SCHOOL,143.5534,-35.334,POINT (2368459.047139018 2683829.210069891),SWAN HILL,3585.0
TERANG COLLEGE SENIOR CAMPUS,SECONDARY SCHOOL,142.9212,-38.246,POINT (2318030.448626619 2359703.9634106522),TERANG,3264.0
WARRNAMBOOL NORTH SECONDARY COLLEGE,SECONDARY SCHOOL,142.5004,-38.377,POINT (2281582.263726824 2344206.9919436285),WARRNAMBOOL,3280.0
WEDDERBURN HIGH SCHOOL,SECONDARY SCHOOL,143.6193,-36.417,POINT (2376187.8435298163 2563751.4213045016),WEDDERBURN,3518.0
CREEKSIDE K-9 COLLEGE,SECONDARY SCHOOL,144.7386,-37.735,POINT (2476961.8746582014 2418313.8827521447),CAROLINE SPRINGS,3023.0
McKinnon Secondary College - East Campus,SECONDARY SCHOOL,145.0647,-37.911,POINT (2505691.2002837686 2398857.456838892),BENTLEIGH EAST,3165.0
Wonthaggi Secondary College McBride Campus,SECONDARY SCHOOL,145.598,-38.611,POINT (2552102.5446541 2321018.3228990007),WONTHAGGI,3995.0
WHITTLESEA SECONDARY COLLEGE,SECONDARY SCHOOL,145.1201,-37.515,POINT (2510623.643901247 2442839.680652825),WHITTLESEA,3757.0
Cranbourne West Secondary College,SECONDARY SCHOOL,145.2456,-38.105,POINT (2521543.9495171476 2377248.2333394866),CRANBOURNE WEST,3977.0
WILLIAM ANGLISS COLLEGE,SECONDARY SCHOOL,144.9529,-37.813,POINT (2495854.623148514 2409696.4968545083),WEST MELBOURNE,3000.0
FITZROY SECONDARY COLLEGE,SECONDARY SCHOOL,144.9874,-37.784,POINT (2498896.31429387 2412897.1922077155),FITZROY NORTH,3068.0
LAKES ENTRANCE SECONDARY COLLEGE,SECONDARY SCHOOL,147.9984,-37.871,POINT (2763763.885967869 2399150.494433554),LAKES ENTRANCE,3909.0
AITKEN COLLEGE,SECONDARY SCHOOL,144.8907,-37.627,POINT (2490352.471732069 2430339.2849312723),GREENVALE,3059.0
CANDLEBARK SCHOOL,SECONDARY SCHOOL,144.6842,-37.375,POINT (2472035.4138433053 2458252.931401262),KERRIE,3434.0
EAST PRESTON ISLAMIC COLLEGE,SECONDARY SCHOOL,145.0362,-37.733,POINT (2503192.5253381073 2418553.5515903514),PRESTON,3081.0
ILIM COLLEGE OF AUSTRALIA,SECONDARY SCHOOL,144.93,-37.668,POINT (2493831.740401987 2425802.3650381286),DALLAS,3047.0
VICTORY CHRISTIAN COLLEGE,SECONDARY SCHOOL,144.3134,-36.782,POINT (2438725.771598739 2523900.4459070284),KENNINGTON,3552.0
TERANG COLLEGE - 5-12 CAMPUS,SECONDARY SCHOOL,142.9214,-38.246,POINT (2318042.7747618016 2359700.901370354),TERANG,3264.0
WESLEY COLLEGE - GLEN WAVERLEY CAMPUS,SECONDARY SCHOOL,145.1553,-37.874,POINT (2513664.8089895556 2402912.7362527987),GLEN WAVERLEY,3149.0
ISIK COLLEGE - EASTMEADOWS CAMPUS,SECONDARY SCHOOL,144.9356,-37.684,POINT (2494323.4457803955 2424017.0230356045),BROADMEADOWS,3047.0
ELTHAM COLLEGE - MAIN CAMPUS,SECONDARY SCHOOL,145.1922,-37.7,POINT (2516952.040533356 2422256.0814796127),RESEARCH,3095.0
WONTHAGGI SECONDARY COLLEGE - DUDLEY CAMPUS,SECONDARY SCHOOL,145.5807,-38.592,POINT (2550603.8296727994 2323123.972113616),SOUTH DUDLEY,3995.0
BEACONHILLS COLLEGE - VILLAGE CAMPUS,SECONDARY SCHOOL,145.3575,-38.05,POINT (2531384.375453624 2383394.2776140505),BERWICK,3806.0
PLENTY VALLEY CHRISTIAN COLLEGE,SECONDARY SCHOOL,145.1388,-37.613,POINT (2512253.6896137907 2431917.3401822615),DOREEN,3754.0
ST LEONARDS COLLEGE,SECONDARY SCHOOL,145.0075,-37.928,POINT (2500664.6416369434 2396946.9665761003),BRIGHTON EAST,3187.0
MARYMEDE CATHOLIC COLLEGE,SECONDARY SCHOOL,145.091,-37.643,POINT (2508033.241334645 2428609.7019611076),SOUTH MORANG,3752.0
ISIK COLLEGE - IBRAHIM DELLAL CAMPUS,SECONDARY SCHOOL,144.7906,-37.785,POINT (2481559.996473407 2412782.6513215723),SUNSHINE WEST,3020.0
MINARET COLLEGE - MAIN CAMPUS,SECONDARY SCHOOL,145.1486,-37.939,POINT (2513065.09678793 2395781.355354661),SPRINGVALE,3171.0
COLLINGWOOD COLLEGE,SECONDARY SCHOOL,144.9905,-37.802,POINT (2499163.407420612 2410892.81038257),COLLINGWOOD,3066.0
STATE BANK STAFF COLLEGE,SECONDARY SCHOOL,145.1504,-38.18,POINT (2513180.1585767656 2369019.0990507957),FRANKSTON SOUTH,3911.0
WESTALL SECONDARY COLLEGE - WESTALL ENGLISH LANGUAGE CENTRE,SECONDARY SCHOOL,145.1361,-37.94,POINT (2511971.3901790637 2395652.0193352234),CLAYTON SOUTH,3171.0
BAYVIEW COLLEGE,SECONDARY SCHOOL,141.6059,-38.345,POINT (2203321.3693140154 2345412.382775601),PORTLAND,3305.0
NORTH GEELONG SECONDARY COLLEGE,SECONDARY SCHOOL,144.3407,-38.109,POINT (2442184.9416406536 2376618.5270642163),BELL PARK,3215.0
NORWOOD SECONDARY COLLEGE,SECONDARY SCHOOL,145.2376,-37.799,POINT (2520925.322512557 2411224.1152060376),RINGWOOD,3134.0
ISIK COLLEGE - KEYSBOROUGH CAMPUS,SECONDARY SCHOOL,145.1613,-38.005,POINT (2514166.4215705027 2388453.881751462),KEYSBOROUGH,3173.0
HAILEYBURY GIRLS COLLEGE - BRIGHTON CAMPUS,SECONDARY SCHOOL,145.007,-37.93,POINT (2500616.2723213066 2396731.6440437976),BRIGHTON EAST,3187.0
HILLCREST CHRISTIAN COLLEGE,SECONDARY SCHOOL,145.3638,-38.084,POINT (2531918.3344526053 2379564.94326498),CLYDE NORTH,3807.0
BIALIK COLLEGE,SECONDARY SCHOOL,145.0433,-37.842,POINT (2503818.150141165 2406531.2773135807),HAWTHORN EAST,3123.0
SOPHIA MUNDI STEINER SCHOOL - SECONDARY CAMPUS,SECONDARY SCHOOL,144.9961,-37.806,POINT (2499656.574090016 2410453.337265296),ABBOTSFORD,3067.0
HAILEYBURY GIRLS COLLEGE - KEYSBOROUGH CAMPUS,SECONDARY SCHOOL,145.1447,-37.995,POINT (2512716.2535859216 2389510.680851632),BRAESIDE,3172.0
CHARLTON COLLEGE,SECONDARY SCHOOL,143.3596,-36.27,POINT (2352623.162856828 2579695.5912430547),CHARLTON,3525.0
HERITAGE COLLEGE,SECONDARY SCHOOL,145.3165,-38.05,POINT (2527783.028205034 2383405.918037248),NARRE WARREN SOUTH,3806.0
YESODEI HATORAH COLLEGE,SECONDARY SCHOOL,144.9835,-37.873,POINT (2498548.3224613806 2403096.901698116),ELWOOD,3183.0
XAVIER COLLEGE - BILLILLA ANNEX CAMPUS,SECONDARY SCHOOL,145.001,-37.917,POINT (2500092.32417289 2398156.810821578),BRIGHTON,3186.0
XAVIER COLLEGE - BURKE HALL CAMPUS,SECONDARY SCHOOL,145.0138,-37.805,POINT (2501220.498849544 2410594.2085762173),KEW,3067.0
THE KILMORE INTERNATIONAL SCHOOL - TKIS SUTHERLAND STREET CAMPUS,SECONDARY SCHOOL,144.949,-37.3,POINT (2495483.403893028 2466625.2195849046),KILMORE,3764.0
THE KILMORE INTERNATIONAL SCHOOL,SECONDARY SCHOOL,144.9532,-37.301,POINT (2495852.191560869 2466597.6668726467),KILMORE,3764.0
CREEKSIDE K-9 COLLEGE,SECONDARY SCHOOL,144.738,-37.734,POINT (2476910.3319677487 2418466.8991813865),CAROLINE SPRINGS,3023.0
WAVERLEY CHRISTIAN COLLEGE - WAVERLEY CHRISTIAN COLLEGE - NARRE WARREN SOUTH,SECONDARY SCHOOL,145.3,-38.05,POINT (2526332.074931049 2383391.746298057),NARRE WARREN SOUTH,3976.0
CATHEDRAL COLLEGE WANGARATTA - MURDOCH ROAD CAMPUS,SECONDARY SCHOOL,146.3299,-36.385,POINT (2619308.401078465 2567302.1245783996),WANGARATTA,3676.0
WAVERLEY CHRISTIAN COLLEGE,SECONDARY SCHOOL,145.2153,-37.88,POINT (2518941.2817376414 2402308.6654102),WANTIRNA SOUTH,3152.0
MACLEOD COLLEGE,SECONDARY SCHOOL,145.0722,-37.724,POINT (2506366.4356788797 2419573.90166161),MACLEOD,3087.0
WEDDERBURN COLLEGE,SECONDARY SCHOOL,143.6187,-36.417,POINT (2376139.772185985 2563788.452841837),WEDDERBURN,3518.0
GENAZZANO FCJ COLLEGE,SECONDARY SCHOOL,145.0557,-37.808,POINT (2504912.5995031274 2410226.601811843),KEW,3102.0
LEIBLER YAVNEH COLLEGE,SECONDARY SCHOOL,145.0066,-37.892,POINT (2500583.1574415835 2400916.043288744),ELSTERNWICK,3185.0
WESLEY COLLEGE - ELSTERNWICK CAMPUS,SECONDARY SCHOOL,145.0097,-37.889,POINT (2500859.379208122 2401262.3112272415),ELSTERNWICK,3185.0
"WESLEY COLLEGE - ST KILDA ROAD, MIDDLE AND SENIOR SCHOOL",SECONDARY SCHOOL,144.9821,-37.848,POINT (2498429.0416758372 2405803.9131732387),MELBOURNE,3004.0
HAILEYBURY COLLEGE - BERWICK CAMPUS,SECONDARY SCHOOL,145.3631,-38.044,POINT (2531875.8723266805 2384073.956149486),BERWICK,3807.0
HAILEYBURY COLLEGE - KEYSBOROUGH CAMPUS,SECONDARY SCHOOL,145.1464,-37.995,POINT (2512862.8672611155 2389461.618300762),BRAESIDE,3172.0
BRUNSWICK SECONDARY COLLEGE - BRUNSWICK ENGLISH LANGUAGE CENTRE,SECONDARY SCHOOL,144.9557,-37.771,POINT (2496101.59899747 2414435.7290644133),BRUNSWICK,3056.0
GLEN EIRA COLLEGE - GLEN EIRA ENGLISH LANGUAGE CENTRE,SECONDARY SCHOOL,145.038,-37.885,POINT (2503347.0946877995 2401708.97913858),CAULFIELD,3162.0
HUME CENTRAL SECONDARY COLLEGE - HUME CENTRAL ENGLISH LANGUAGE CAMPUS,SECONDARY SCHOOL,144.9303,-37.679,POINT (2493851.9960880964 2424644.846189333),BROADMEADOWS,3047.0
WHEELERS HILL SECONDARY COLLEGE,SECONDARY SCHOOL,145.1817,-37.91,POINT (2515981.702433788 2398983.9860301316),WHEELERS HILL,3170.0
WHITE HILLS SECONDARY COLLEGE,SECONDARY SCHOOL,144.2976,-36.738,POINT (2437278.8315376686 2528757.7173259817),WHITE HILLS,3551.0
BELMONT HIGH SCHOOL,SECONDARY SCHOOL,144.3305,-38.175,POINT (2441339.0226784623 2369320.5690426026),BELMONT,3216.0
MAROONDAH SECONDARY COLLEGE,SECONDARY SCHOOL,145.262,-37.795,POINT (2523076.2992552547 2411689.055013952),CROYDON,3136.0
MATTHEW FLINDERS GIRLS SECONDARY COLLEGE,SECONDARY SCHOOL,144.3532,-38.149,POINT (2443304.0877166153 2372227.0267777937),GEELONG,3220.0
STAWELL COLLEGE GOLD REEF CAMPUS,SECONDARY SCHOOL,142.7837,-37.056,POINT (2302923.1910563214 2491404.4476486146),STAWELL,3380.0
STAWELL TECHNICAL SCHOOL,SECONDARY SCHOOL,142.7818,-37.057,POINT (2302751.2686468945 2491338.2873148564),STAWELL,3380.0
CAULFIELD JUNIOR COLLEGE,SECONDARY SCHOOL,145.0215,-37.872,POINT (2501897.761334269 2403220.0116045205),CAULFIELD NORTH,3161.0
CHRISTIAN COLLEGE HIGHTON - BELMONT CAMPUS,SECONDARY SCHOOL,144.3239,-38.189,POINT (2440768.975823248 2367780.1688337307),HIGHTON,3216.0
CAMPERDOWN COLLEGE - BROOKE STREET,SECONDARY SCHOOL,143.1423,-38.235,POINT (2337358.324687735 2361347.1885018973),CAMPERDOWN,3260.0
PENLEIGH AND ESSENDON GRAMMAR SCHOOL - ESSENDON CAMPUS,SECONDARY SCHOOL,144.919,-37.753,POINT (2492870.231287719 2416369.182177687),ESSENDON,3040.0
MOUNT SCOPUS MEMORIAL COLLEGE - GANDEL BESEN HOUSE CAMPUS,SECONDARY SCHOOL,145.0019,-37.874,POINT (2500173.317720167 2403001.5744253453),ST KILDA EAST,3183.0
THE HAMILTON AND ALEXANDRA COLLEGE - JUNIOR CAMPUS,SECONDARY SCHOOL,142.0333,-37.729,POINT (2238534.899226522 2415005.9253653064),HAMILTON,3300.0
AUSTRALIAN INTERNATIONAL ACADEMY OF EDUCATION - KING KHALID COBURG CAMPUS,SECONDARY SCHOOL,144.9661,-37.736,POINT (2497014.702280606 2418289.486607114),COBURG,3058.0
ANTONINE COLLEGE - CEDAR CAMPUS,SECONDARY SCHOOL,144.9782,-37.746,POINT (2498081.4581189887 2417135.564716546),COBURG,3058.0
MERBEIN P-10 COLLEGE - STURT HIGHWAY CAMPUS,SECONDARY SCHOOL,142.0275,-34.215,POINT (2225856.234662311 2804765.332608497),MERBEIN SOUTH,3505.0
SEYMOUR COLLEGE - GRANT STREET CAMPUS,SECONDARY SCHOOL,145.1417,-37.03,POINT (2512612.1753963367 2496573.006324189),SEYMOUR,3660.0
ST MARYS SCHOOL - SECOND CAMPUS,SECONDARY SCHOOL,144.9963,-37.858,POINT (2499677.930330456 2404707.481651065),WINDSOR,3181.0
BORONIA K-12 COLLEGE - RANGEVIEW CAMPUS,SECONDARY SCHOOL,145.2894,-37.858,POINT (2525468.034372862 2404644.3571293065),BORONIA,3154.0
MERBEIN P-10 COLLEGE - JENNER STREET CAMPUS,SECONDARY SCHOOL,142.0506,-34.171,POINT (2227831.6744525474 2809693.8205861636),MERBEIN,3505.0
MERBEIN P-10 COLLEGE - PASCHENDALE AVENUE CAMPUS,SECONDARY SCHOOL,142.0168,-34.167,POINT (2224694.1641407255 2810069.2993322853),MERBEIN WEST,3505.0
TERANG COLLEGE - P-4 CAMPUS,SECONDARY SCHOOL,142.9078,-38.243,POINT (2316851.1557353754 2360012.347638499),TERANG,3264.0
NEERIM SOUTH SECONDARY COLLEGE,SECONDARY SCHOOL,145.9566,-38.016,POINT (2584007.2485478492 2386721.80356948),NEERIM SOUTH,3831.0
NEWCOMB SECONDARY COLLEGE,SECONDARY SCHOOL,144.3952,-38.171,POINT (2446999.9597315323 2369860.2147599002),NEWCOMB,3219.0
NEWLANDS SECONDARY COLLEGE,SECONDARY SCHOOL,144.9751,-37.735,POINT (2497808.827968363 2418341.89385676),COBURG NORTH,3058.0
Rubicon Outdoor Centre,SECONDARY SCHOOL,145.8213,-37.295,POINT (2572818.8701814716 2466951.4577576257),RUBICON,3712.0
NIDDRIE HIGH SCHOOL,SECONDARY SCHOOL,144.8782,-37.729,POINT (2489263.5692225304 2419063.364265321),AIRPORT WEST,3042.0
NOBLE PARK NORTH HIGH SCHOOL,SECONDARY SCHOOL,145.1893,-37.942,POINT (2516640.153017673 2395345.4652525187),NOBLE PARK NORTH,3170.0
NIDDRIE SECONDARY COLLEGE,SECONDARY SCHOOL,144.8861,-37.746,POINT (2489969.294408495 2417134.2272943202),NIDDRIE,3042.0
SAINT ALBANS SECONDARY COLLEGE,SECONDARY SCHOOL,144.8084,-37.745,POINT (2483115.348166737 2417250.865149576),ST ALBANS,3021.0
SALE COLLEGE GUTHRIDGE CAMPUS,SECONDARY SCHOOL,147.0834,-38.095,POINT (2682750.158266492 2376403.958922251),SALE,3850.0
WHITEHORSE TECHNICAL COLLEGE,SECONDARY SCHOOL,145.1254,-37.819,POINT (2511042.3688634764 2409074.2692536386),BOX HILL,3128.0
BALMORAL K-12 COMMUNITY COLLEGE,SECONDARY SCHOOL,141.7833,-37.242,POINT (2214687.6041813195 2468241.9343421552),HARROW,3407.0
DANDENONG HIGH SCHOOL - CLEELAND CAMPUS,SECONDARY SCHOOL,145.2133,-37.978,POINT (2518744.440435153 2391414.0234250836),DANDENONG,3174.0
OMEO HIGHER ELEMENTARY SCHOOL,SECONDARY SCHOOL,147.5976,-37.097,POINT (2730862.660458464 2486079.076463137),OMEO,
CATHOLIC REGIONAL COLLEGE NORTH KEILOR,SECONDARY SCHOOL,144.805,-37.699,POINT (2482809.755918096 2422309.977985263),KEILOR LODGE,3038.0
CATHOLIC REGIONAL COLLEGE,SECONDARY SCHOOL,144.771,-37.699,POINT (2479807.819103122 2422394.3000062853),SYDENHAM,3037.0
CATHOLIC REGIONAL COLLEGE,SECONDARY SCHOOL,144.5504,-37.677,POINT (2460342.3807475916 2424752.1105597317),MELTON WEST,3337.0
CHELTENHAM SECONDARY COLLEGE,SECONDARY SCHOOL,145.0686,-37.953,POINT (2506036.035398664 2394154.440579257),CHELTENHAM,3192.0
CHRISTIAN COLLEGE INSTITUTE OF SENIOR EDUCATION - MAIN CAMPUS,SECONDARY SCHOOL,144.3036,-38.187,POINT (2438992.5365683474 2367969.4016068606),HIGHTON,3216.0
CLONARD COLLEGE,SECONDARY SCHOOL,144.3304,-38.13,POINT (2441296.4361030287 2374378.8904091036),HAMLYN HEIGHTS,3215.0
ELWOOD COLLEGE,SECONDARY SCHOOL,144.9852,-37.882,POINT (2498698.0477810027 2402085.8049981017),ELWOOD,3184.0
EMERALD SECONDARY COLLEGE,SECONDARY SCHOOL,145.4587,-37.924,POINT (2540332.60787185 2397332.6352416184),EMERALD,3782.0
GROVEDALE COLLEGE,SECONDARY SCHOOL,144.3274,-38.21,POINT (2441092.8843843294 2365461.2330034766),GROVEDALE,3216.0
HOLMES SECONDARY COLLEGE,SECONDARY SCHOOL,144.9722,-37.81,POINT (2497559.151240354 2410080.0722116064),MELBOURNE,3000.0
KILBREDA COLLEGE,SECONDARY SCHOOL,145.0657,-37.984,POINT (2505772.683657314 2390781.491696181),MENTONE,3194.0
KILLESTER COLLEGE,SECONDARY SCHOOL,145.152,-37.959,POINT (2513359.5374770686 2393556.5716105634),SPRINGVALE,3171.0
KOO WEE RUP SECONDARY COLLEGE,SECONDARY SCHOOL,145.4957,-38.197,POINT (2543431.4469246827 2367033.741420868),KOO WEE RUP,3981.0
KORUMBURRA SECONDARY COLLEGE,SECONDARY SCHOOL,145.8039,-38.443,POINT (2570191.598199835 2339454.130808777),KORUMBURRA,3950.0
LARA SECONDARY COLLEGE,SECONDARY SCHOOL,144.4115,-38.018,POINT (2448329.544266002 2386846.583807566),LARA,3212.0
LORETO COLLEGE,SECONDARY SCHOOL,143.8234,-37.556,POINT (2396057.3002741374 2437564.1964182667),NEWINGTON,3353.0
LUTHER COLLEGE,SECONDARY SCHOOL,145.2729,-37.782,POINT (2524039.380160029 2413079.2306939447),CROYDON HILLS,3136.0
MAZENOD COLLEGE,SECONDARY SCHOOL,145.1661,-37.915,POINT (2514608.9008453684 2398423.763679076),MULGRAVE,3170.0
MENTONE GIRLS SECONDARY COLLEGE,SECONDARY SCHOOL,145.0535,-37.98,POINT (2504700.2727067997 2391222.8157271985),MENTONE,3194.0
MERCY COLLEGE,SECONDARY SCHOOL,144.9645,-37.73,POINT (2496876.0776485875 2418946.459190294),COBURG NORTH,3058.0
MONTEREY SECONDARY COLLEGE,SECONDARY SCHOOL,145.1477,-38.126,POINT (2512952.8822045084 2375014.840132461),FRANKSTON NORTH,3198.0
MONTMORENCY SECONDARY COLLEGE,SECONDARY SCHOOL,145.1136,-37.714,POINT (2510016.5131203765 2420752.3090933207),MONTMORENCY,3088.0
MOUNT LILYDALE MERCY COLLEGE,SECONDARY SCHOOL,145.3577,-37.75,POINT (2531525.9416532167 2416628.1727590933),LILYDALE,3140.0
NAGLE COLLEGE,SECONDARY SCHOOL,147.5876,-37.837,POINT (2727743.0744062504 2404009.494475806),BAIRNSDALE,3875.0
NAZARETH COLLEGE,SECONDARY SCHOOL,145.1954,-37.94,POINT (2517181.339364177 2395640.7245630296),NOBLE PARK NORTH,3170.0
OUR LADY OF SION COLLEGE,SECONDARY SCHOOL,145.1299,-37.818,POINT (2511438.705163836 2409178.0660323696),BOX HILL,3128.0
PATTERSON RIVER SECONDARY COLLEGE,SECONDARY SCHOOL,145.1347,-38.083,POINT (2511821.421965452 2379747.4374756254),SEAFORD,3197.0
SUNSHINE COLLEGE - NORTH SUNSHINE CAMPUS,SECONDARY SCHOOL,144.8405,-37.774,POINT (2485952.240354247 2414087.4745426653),SUNSHINE NORTH,3020.0
BELLARINE SECONDARY COLLEGE - OCEAN GROVE CAMPUS,SECONDARY SCHOOL,144.5417,-38.259,POINT (2459891.5156667526 2360084.461984938),OCEAN GROVE,3226.0
AL-TAQWA COLLEGE - OLIVE BRANCH ANNEXE,SECONDARY SCHOOL,144.6957,-37.809,POINT (2473211.3433413836 2410082.0184154445),TRUGANINA,3029.0
KURNAI COLLEGE - PRECINCT CAMPUS,SECONDARY SCHOOL,146.4248,-38.309,POINT (2624632.9195126626 2353748.6837955806),CHURCHILL,3842.0
